[INFO] Render Stats || FrameTime: 2.75ms || FPS: 325 MIN: 259 MAX: 384 AVG: 346
[INFO] Render Stats || FrameTime: 1.87ms || FPS: 359 MIN: 259 MAX: 384 AVG: 347
[INFO] Render Stats || FrameTime: 2.27ms || FPS: 358 MIN: 259 MAX: 384 AVG: 347
[INFO] Render Stats || FrameTime: 3.35ms || FPS: 374 MIN: 259 MAX: 384 AVG: 348
[INFO] Render Stats || FrameTime: 2.76ms || FPS: 364 MIN: 259 MAX: 384 AVG: 348
[INFO] Render Stats || FrameTime: 3.65ms || FPS: 335 MIN: 259 MAX: 384 AVG: 348
[INFO] Render Stats || FrameTime: 3.71ms || FPS: 338 MIN: 259 MAX: 384 AVG: 347
[INFO] Render Stats || FrameTime: 1.73ms || FPS: 354 MIN: 259 MAX: 384 AVG: 348
[INFO] Render Stats || FrameTime: 2.32ms || FPS: 358 MIN: 259 MAX: 384 AVG: 348
[INFO] Render Stats || FrameTime: 3.05ms || FPS: 372 MIN: 259 MAX: 384 AVG: 348
[INFO] Render Stats || FrameTime: 2.57ms || FPS: 370 MIN: 259 MAX: 384 AVG: 349
[INFO] Render Stats || FrameTime: 3.15ms || FPS: 355 MIN: 259 MAX: 384 AVG: 349
[INFO] Render Stats || FrameTime: 2.56ms || FPS: 365 MIN: 259 MAX: 384 AVG: 349
[INFO] Render Stats || FrameTime: 1.90ms || FPS: 354 MIN: 259 MAX: 384 AVG: 349
[INFO] Render Stats || FrameTime: 3.20ms || FPS: 355 MIN: 259 MAX: 384 AVG: 349
[INFO] Render Stats || FrameTime: 2.21ms || FPS: 355 MIN: 259 MAX: 384 AVG: 349
[INFO] Render Stats || FrameTime: 2.33ms || F
